5.887355291633867e-05 -3.0182833143044263e-05
5.886367580387741e-05 -3.0152721592457965e-05
5.8831814385484904e-05 -3.013041350641288e-05
5.880615208297968e-05 -3.010073851328343e-05
5.8811649068957195e-05 -3.0057690310059115e-05
5.882051118533127e-05 -3.0011520721018314e-05
5.881746983504854e-05 -2.9979808459756896e-05
5.8803503634408116e-05 -2.996009061462246e-05
5.878848969587125e-05 -2.9950610041851178e-05
5.877283547306433e-05 -2.992829104186967e-05
5.875526403542608e-05 -2.988698543049395e-05
5.8757035731105134e-05 -2.984414459206164e-05
5.876753857592121e-05 -2.9809849365847185e-05
5.877165312995203e-05 -2.979430792038329e-05
5.8759036619449034e-05 -2.9770062610623427e-05
5.8740661188494414e-05 -2.9744280254817568e-05
5.8737907238537446e-05 -2.9726606953772716e-05
5.873488771612756e-05 -2.9709739465033635e-05
5.872486872249283e-05 -2.9687362257391214e-05
5.872836845810525e-05 -2.9667600756511092e-05
5.873329791938886e-05 -2.9652552257175557e-05
5.8731504395836964e-05 -2.9642105801030993e-05
5.872457768418826e-05 -2.9616025130962953e-05
5.871103348908946e-05 -2.9578915928141214e-05
5.870046516065486e-05 -2.9568209356511943e-05
5.8707209973363206e-05 -2.957501601486001e-05
5.8719382650451735e-05 -2.957943797810003e-05
5.872420661034994e-05 -2.9582583010778762e-05
5.8713027101475745e-05 -2.9575752705568448e-05
5.8699344663182274e-05 -2.9550386898336e-05
5.8697893109638244e-05 -2.9532398912124336e-05
5.870794120710343e-05 -2.9529626772273332e-05
5.870904351468198e-05 -2.953147850348614e-05
5.8696954511106014e-05 -2.9529546736739576e-05
5.86969981668517e-05 -2.95486934192013e-05
5.871036046301015e-05 -2.9573318897746503e-05
5.872099063708447e-05 -2.9578843168565072e-05
5.8716330386232585e-05 -2.9574592190328985e-05
5.8701356465462595e-05 -2.957019751193002e-05
5.869442975381389e-05 -2.956111347884871e-05
5.870523818884976e-05 -2.9572325729532167e-05
5.871592293260619e-05 -2.9609363991767168e-05
5.872452675248496e-05 -2.963493716379162e-05
5.872653491678648e-05 -2.9643430025316775e-05
5.87176218687091e-05 -2.9658967832801864e-05
5.871618850505911e-05 -2.9677627026103437e-05
5.872383189853281e-05 -2.969649722217582e-05
5.872739711776376e-05 -2.9716320568695664e-05
5.873059490113519e-05 -2.9730741516686976e-05
5.8744913985719904e-05 -2.9757467927993275e-05
5.87586582696531e-05 -2.9780665499856696e-05
5.875296483282e-05 -2.979531382152345e-05
5.874136695638299e-05 -2.982657497341279e-05
5.87413705943618e-05 -2.987045627378393e-05
5.875862552784383e-05 -2.990803841385059e-05
5.877187868463807e-05 -2.9931032258900814e-05
5.878527008462697e-05 -2.9939050364191644e-05
5.8800578699447215e-05 -2.9957578590256162e-05
5.880265962332487e-05 -2.9988286769366823e-05
5.879213858861476e-05 -3.00348037853837e-05
5.8786732552107424e-05 -3.007519626407884e-05
5.881065590074286e-05 -3.010507316503208e-05
5.8842182625085115e-05 -3.012544402736239e-05
5.885136124561541e-05 -3.0154569685691968e-05
5.8863646700046957e-05 -3.0152756153256632e-05
5.885374412173405e-05 -3.0122671887511387e-05
5.882184632355347e-05 -3.010040381923318e-05
5.879622040083632e-05 -3.0070777938817628e-05
5.8801630075322464e-05 -3.0027787943254225e-05
5.8810510381590575e-05 -2.9981660190969706e-05
5.880746175535023e-05 -2.994993883476127e-05
5.879347736481577e-05 -2.993025009345729e-05
5.877845251234248e-05 -2.9920825909357518e-05
5.87628164794296e-05 -2.9898539651185274e-05
5.874519774806686e-05 -2.9857306799385697e-05
5.874694761587307e-05 -2.9814544177497737e-05
5.875743227079511e-05 -2.978028351208195e-05
5.876147770322859e-05 -2.976475479954388e-05
5.8748904848471284e-05 -2.9740565878455527e-05
5.873057307326235e-05 -2.9714752599829808e-05
5.8727790019474924e-05 -2.9697155696339905e-05
5.872479232493788e-05 -2.9680288207600825e-05
5.8714729675557464e-05 -2.9657956474693492e-05
5.871824760106392e-05 -2.9638298656209372e-05
5.8723220718093216e-05 -2.9623188311234117e-05
5.872145266039297e-05 -2.9612834623549134e-05
5.8714467741083354e-05 -2.9586761229438707e-05
5.870101085747592e-05 -2.954969932034146e-05
5.8690424339147285e-05 -2.9538981834775768e-05
5.8697201893664896e-05 -2.954586670966819e-05
5.870937093277462e-05 -2.9550259569077753e-05
5.8714191254694015e-05 -2.9553440981544554e-05
5.8703059039544314e-05 -2.9546654332079925e-05
5.868936568731442e-05 -2.9521266696974635e-05
5.868792868568562e-05 -2.950331509055104e-05
5.869797678315081e-05 -2.950059024442453e-05
5.8699006331153214e-05 -2.950242742372211e-05
5.868696825928055e-05 -2.9500557502615266e-05
5.8687022828962654e-05 -2.951967326225713e-05
5.87003851251211e-05 -2.9544286007876508e-05
5.871101893717423e-05 -2.954981755465269e-05
5.8706362324301153e-05 -2.9545588404289447e-05
5.869143205927685e-05 -2.9541180992964655e-05
5.868443622603081e-05 -2.9532106054830365e-05
5.8695251937024295e-05 -2.954336378024891e-05
5.8705973060568795e-05 -2.958038567157928e-05
5.87145441386383e-05 -2.9605906092911027e-05
5.871652683708817e-05 -2.9614393497467972e-05
5.87076174269896e-05 -2.9629907658090815e-05
5.870622044312768e-05 -2.964854684250895e-05
5.871393659617752e-05 -2.9667498893104494e-05
5.871745815966278e-05 -2.968726221297402e-05
5.872067413292825e-05 -2.9701699531869963e-05
5.8735007769428194e-05 -2.9728400477324612e-05
5.874873386346735e-05 -2.9751599868177436e-05
5.874304406461306e-05 -2.9766302759526297e-05
5.873146074009128e-05 -2.9797547540511005e-05
5.8731464378070086e-05 -2.9841352443327196e-05
5.874874841538258e-05 -2.987894185935147e-05
5.876200521015562e-05 -2.990191751450766e-05
5.8775396610144526e-05 -2.990993561979849e-05
5.879070158698596e-05 -2.992844929394778e-05
5.879277887288481e-05 -2.9959128369227983e-05
5.8782316045835614e-05 -3.000561991939321e-05
5.877693183720112e-05 -3.004601785505656e-05
5.8800877013709396e-05 -3.0075871109147556e-05
5.8832374634221196e-05 -3.009624924743548e-05
5.884155325475149e-05 -3.0125369448796846e-05
5.8831388741964474e-05 -3.0134100597933866e-05
5.882146433577873e-05 -3.0104019970167428e-05
5.878904994460754e-05 -3.0081697332207114e-05
5.876346040167846e-05 -3.0052098736632615e-05
5.876917202840559e-05 -3.0008966859895736e-05
5.877761577721685e-05 -2.9962986445752904e-05
5.8774945500772446e-05 -2.993126145156566e-05
5.876073919353075e-05 -2.9911481760791503e-05
5.874564158148132e-05 -2.9901981179136783e-05
5.873022018931806e-05 -2.987944390042685e-05
5.8712488680612296e-05 -2.9838509362889454e-05
5.871407120139338e-05 -2.9795748559990898e-05
5.8724599512061104e-05 -2.976166069856845e-05
5.872860856470652e-05 -2.9745802748948336e-05
5.8716192143037915e-05 -2.9721706596319564e-05
5.8697780332295224e-05 -2.969573688460514e-05
5.8694888139143586e-05 -2.967840919154696e-05
5.869206506758928e-05 -2.966137253679335e-05
5.868194057256915e-05 -2.963925726362504e-05
5.868518928764388e-05 -2.9619328415719792e-05
5.869070446351543e-05 -2.9604361770907417e-05
5.868857624591328e-05 -2.9593911676784046e-05
5.868158405064605e-05 -2.956794560304843e-05
5.86681671848055e-05 -2.9531136533478275e-05
5.8657573390519246e-05 -2.952020258817356e-05
5.8664241805672646e-05 -2.9527287551900372e-05
5.8676600019680336e-05 -2.9531325708376244e-05
5.868144580745138e-05 -2.953459625132382e-05
5.867020081495866e-05 -2.9527982405852526e-05
5.865640559932217e-05 -2.950260204670485e-05
5.865499406354502e-05 -2.9484546757885255e-05
5.8665067626861855e-05 -2.9481894671334885e-05
5.866620995220728e-05 -2.9483611797331832e-05
5.8654259191825986e-05 -2.948195833596401e-05
5.865407729288563e-05 -2.9501014068955556e-05
5.866747960681096e-05 -2.9525461286539212e-05
